age,num1
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,1
10,0
11,0
12,1
13,1
14,10
15,1
16,3
17,3
18,3
19,4
20,4
21,4
22,9
23,4
24,12
25,9
26,7
27,7
28,10
29,4
30,8
31,6
32,8
33,7
34,6
35,5
36,7
37,6
38,1
39,5
40,3
41,2
42,3
43,3
44,6
45,4
46,5
47,1
48,1
49,5
50,4
51,4
52,6
53,3
54,8
55,4
56,1
57,5
58,2
59,1
60,3
61,2
62,3
63,2
64,3
65,3
66,2
67,2
68,0
69,1
70,0
71,1
72,0
73,0
74,0
75,0
76,1
77,0
78,0
79,0
80,0
81,1
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,2
